car_id,entry_time_min,entry_pk,exit_pk,battery_pct_initial,consumption_pct_per_km,remaining_range_km
0,0.0,0.0,291.0,71.91648388447706,0.22251833208508687,323.1935239249301
1,0.07528230865746549,0.0,291.0,45.11027518016419,0.2208091235683588,204.2953409314122
2,0.15056461731493098,0.0,291.0,78.6878335929106,0.22385803864573828,351.50774155328116
3,0.2258469259723965,0.0,291.0,65.78944232474912,0.18171531711299788,362.04676287051024
4,0.30112923462986196,0.0,291.0,17.534187831011963,0.23900194571176955,73.36420537830165
5,0.37641154328732745,0.0,291.0,88.04978813094047,0.20938305480284475,420.5201238173176
6,0.451693851944793,0.0,291.0,70.89117615922824,0.16260263417466264,435.9780302395296
7,0.5269761606022585,0.0,291.0,72.8851444221563,0.1643718661455534,443.4161765713335
8,0.6022584692597239,0.0,291.0,20.24909061404367,0.21930954269297015,92.33109679313897
9,0.6775407779171895,0.0,291.0,46.03087503164537,0.1672943936442078,275.14893971606256
10,0.7528230865746549,0.0,291.0,39.663841938606495,0.20072927015820433,197.5986955332699
11,0.8281053952321205,0.0,291.0,84.14119910788814,0.24917744759287108,337.67582066803146
12,0.903387703889586,0.0,291.0,61.50920960645316,0.15040076047333395,408.9687406690922
13,0.9786700125470514,0.0,291.0,75.82092906166639,0.15165798018975568,499.9468472862334
14,1.053952321204517,0.0,291.0,45.47313590618649,0.24930845819305064,182.3970844622312
15,1.1292346298619824,0.0,291.0,28.17909774278215,0.20846388341341654,135.17496307453212
16,1.2045169385194479,0.0,291.0,54.366782961266786,0.16269099755185132,334.1720425799192
17,1.2797992471769135,0.0,291.0,15.105380488334026,0.23973021997540936,63.00991376841635
18,1.355081555834379,0.0,291.0,76.21049375940656,0.23803803001276921,320.1610001364839
19,1.4303638644918444,0.0,291.0,60.53315192976519,0.20362004131113753,297.28484259203503
20,1.5056461731493098,0.0,291.0,70.64701920682991,0.21217920298607565,332.95920718236533
21,1.5809284818067755,0.0,291.0,38.36207745038947,0.17731871915008762,216.34533361319126
22,1.656210790464241,0.0,291.0,87.65584195159227,0.1550519696372005,565.332011948603
23,1.7314930991217063,0.0,291.0,81.44968970577581,0.20945676088908644,388.8615930087157
24,1.806775407779172,0.0,291.0,72.27067976590095,0.1794755193202763,402.67708955299366
25,1.8820577164366374,0.0,291.0,25.571096628157406,0.2163621046660352,118.18657739361319
26,1.9573400250941029,0.0,291.0,47.33768029816274,0.23362451768426012,202.6229129005153
27,2.0326223337515685,0.0,291.0,13.504301262978302,0.1518160543914364,88.95173384073964
28,2.107904642409034,0.0,291.0,22.343159365403828,0.20957137746857274,106.61360170118843
29,2.1831869510664994,0.0,291.0,64.64391625939638,0.17312805396868522,373.387875491796
30,2.258469259723965,0.0,291.0,69.58097247262538,0.23738884979038014,293.10969126842724
31,2.3337515683814303,0.0,291.0,87.4007785947368,0.17536645065618284,498.38939128722876
32,2.4090338770388957,0.0,291.0,36.06602865105216,0.21107701332354184,170.8666807586937
33,2.484316185696361,0.0,291.0,39.636776482789514,0.20535408400896116,193.01674312481586
34,2.559598494353827,0.0,291.0,47.564464902064636,0.1896166500059249,250.8454025560435
35,2.6348808030112925,0.0,291.0,25.157708726742854,0.2177620763599794,115.52842050034002
36,2.710163111668758,0.0,291.0,20.39372042683773,0.22257696347154338,91.62547690810366
37,2.7854454203262233,0.0,291.0,48.0563940980747,0.20669377953193868,232.50043715345066
38,2.8607277289836888,0.0,291.0,28.15274792407073,0.2258422237184754,124.65670706096421
39,2.936010037641154,0.0,291.0,63.585119574600824,0.24834170759929375,256.03882726455754
40,3.0112923462986196,0.0,291.0,44.97215350978646,0.1919272387900805,234.31876472195037
41,3.0865746549560855,0.0,291.0,76.614255684627,0.2014583051885531,380.29832333256536
42,3.161856963613551,0.0,291.0,66.02120816017992,0.15124698779412132,436.5125489312128
43,3.2371392722710164,0.0,291.0,34.98933131056329,0.22960285563103783,152.3906626265558
44,3.312421580928482,0.0,291.0,76.58078411161608,0.20202300670459938,379.06961865780704
45,3.3877038895859473,0.0,291.0,74.38114859974415,0.19079614303605652,389.8461856521264
46,3.4629861982434127,0.0,291.0,40.99827032241396,0.15940719630893957,257.1920921496991
47,3.538268506900878,0.0,291.0,33.066248314419525,0.23896564216753974,138.37239535563296
