car_id,entry_time_min,entry_pk,exit_pk,battery_pct_initial,consumption_pct_per_km,remaining_range_km
0,0.0,0.0,190.0,82.44834213522496,0.18771968863104987,439.20988116100864
1,0.23346303501945526,0.0,190.0,16.178143456939456,0.20099519345782432,80.49020067902362
2,0.4669260700389105,0.0,190.0,31.80558047349102,0.1978210070368083,160.7795903474144
3,0.7003891050583657,0.0,190.0,59.74803857969064,0.18996527931405074,314.5208366257033
4,0.933852140077821,0.0,190.0,84.72227266314914,0.1770117277884933,478.6251946220285
5,1.1673151750972763,0.0,190.0,16.795742955102124,0.16386591852520518,102.49686515819744
6,1.4007782101167314,0.0,190.0,60.33838133823697,0.2107898699964107,286.248961296216
7,1.6342412451361867,0.0,190.0,72.04573971794095,0.16326634441119145,441.27734946089976
8,1.867704280155642,0.0,190.0,50.91548096825677,0.23405387945347683,217.53743662419106
9,2.1011673151750974,0.0,190.0,69.88061749300027,0.2182765732416432,320.14712552610445
10,2.3346303501945527,0.0,190.0,80.43931820849674,0.18857472098735228,426.5646942884344
11,2.568093385214008,0.0,190.0,49.93173134647553,0.21940279916330752,227.58019285483215
12,2.801556420233463,0.0,190.0,73.59240929624141,0.2347349864980377,313.5127421529752
13,3.035019455252918,0.0,190.0,14.413783136296612,0.17351337594779134,83.07015558635429
14,3.2684824902723735,0.0,190.0,68.4287345711825,0.2324252523246224,294.4117899702647
15,3.501945525291829,0.0,190.0,71.83221860160381,0.2073591751904566,346.4144691722799
16,3.735408560311284,0.0,190.0,15.31759481477966,0.1808321488017354,84.70614830537623
17,3.9688715953307394,0.0,190.0,18.404732922671727,0.17663679851305816,104.19534931341686
18,4.202334630350195,0.0,190.0,41.20757287828232,0.23950150968523118,172.05558717537963
19,4.43579766536965,0.0,190.0,36.087095202276785,0.19008315395279118,189.84899214813814
20,4.669260700389105,0.0,190.0,30.13481020688448,0.23913823472362775,126.01418690621057
21,4.902723735408561,0.0,190.0,77.43418597286349,0.16668363226091246,464.55782683961775
22,5.136186770428016,0.0,190.0,10.565716958863476,0.22191922527722413,47.610642771777236
23,5.36964980544747,0.0,190.0,24.488205336741764,0.2294406316657238,106.7300292845213
24,5.603112840466926,0.0,190.0,61.06348219036647,0.15867438854119367,384.83515047240087
25,5.836575875486381,0.0,190.0,48.300286654833116,0.19315118114332774,250.06467146060012
26,6.070038910505836,0.0,190.0,50.09124690695061,0.1545415705508065,324.12797882420125
27,6.303501945525292,0.0,190.0,64.47562663238355,0.17110023587754788,376.82956017972487
28,6.536964980544747,0.0,190.0,14.443234136827456,0.18003289458341382,80.2255286193576
29,6.770428015564202,0.0,190.0,68.70614306919849,0.20272894260208238,338.9064343124175
30,7.003891050583658,0.0,190.0,62.264809433593236,0.1794185666585882,347.0366004655227
31,7.237354085603113,0.0,190.0,82.00014672599978,0.17648920682556887,464.6184783811948
32,7.470817120622568,0.0,190.0,59.75616292686591,0.2076441226573872,287.78162445495065
33,7.7042801556420235,0.0,190.0,89.32791309373118,0.2140149141221614,417.39106575881954
34,7.937743190661479,0.0,190.0,49.78148109920138,0.2137351930437546,232.91195235690742
35,8.171206225680933,0.0,190.0,67.64563550286765,0.24103560147844572,280.64582612671336
36,8.40466926070039,0.0,190.0,13.44764054118519,0.20283529559724445,66.29832594760633
37,8.638132295719844,0.0,190.0,30.75305891475437,0.18128821574968174,169.6362821354998
38,8.8715953307393,0.0,190.0,23.841481780627845,0.18963406217529938,125.72362531889746
39,9.105058365758754,0.0,190.0,53.61609732312834,0.17801851465111437,301.18270241837854
40,9.33852140077821,0.0,190.0,45.85510183848827,0.16829253349989834,272.4725861858629
41,9.571984435797665,0.0,190.0,25.423965791906717,0.21521354115966407,118.1336715845636
42,9.805447470817121,0.0,190.0,47.09281366773257,0.18685424564922137,252.02966892247764
43,10.038910505836576,0.0,190.0,20.55518815644323,0.2373639592430084,86.59776413402021
44,10.272373540856032,0.0,190.0,46.10038327900928,0.24412000789127905,188.8431172734538
45,10.505836575875486,0.0,190.0,86.53983833921515,0.19639154336482273,440.64951502751927
46,10.73929961089494,0.0,190.0,50.87292646562769,0.197906138014682,257.0558294753526
47,10.972762645914397,0.0,190.0,45.95095653678059,0.16113896300054584,285.16353637341535
48,11.206225680933851,0.0,190.0,48.725285166985834,0.223676240735535,217.83844813717377
49,11.439688715953308,0.0,190.0,29.79437123767277,0.2368068146915415,125.81720368344195
50,11.673151750972762,0.0,190.0,56.128528099059565,0.18390861194044109,305.19793231453906
51,11.906614785992218,0.0,190.0,22.65245296584503,0.16472117648658782,137.51998042394672
52,12.140077821011673,0.0,190.0,17.987025492691284,0.1614648211547107,111.39903642203686
53,12.373540856031129,0.0,190.0,49.28825529079507,0.17022229599951716,289.5522880911845
54,12.607003891050583,0.0,190.0,20.67548369227702,0.18912575727431583,109.32135310521687
55,12.84046692607004,0.0,190.0,64.21505385049898,0.21952326912484343,292.52048817649353
56,13.073929961089494,0.0,190.0,59.268524823573934,0.21243311278156488,278.9985235706498
57,13.30739299610895,0.0,190.0,47.262984183697434,0.16914209186486842,279.42769101766186
58,13.540856031128405,0.0,190.0,26.11396983888487,0.17594908279118757,148.4177662345438
59,13.77431906614786,0.0,190.0,42.119025195568334,0.24817208285909334,169.71701534810663
60,14.007782101167315,0.0,190.0,85.54132681762908,0.2219140967855996,385.4704503079591
61,14.24124513618677,0.0,190.0,64.9759539661119,0.22612790124888013,287.3416044957596
62,14.474708171206226,0.0,190.0,74.8498657136189,0.2177121916915558,343.8019025579541
63,14.70817120622568,0.0,190.0,22.09091217564369,0.16209892474307444,136.2804362253335
64,14.941634241245136,0.0,190.0,87.55024906227456,0.2040691950533139,429.02236684670464
65,15.17509727626459,0.0,190.0,38.96344186083979,0.2257969925012221,172.55961396664264
66,15.408560311284047,0.0,190.0,40.03320565597595,0.17066472180490275,234.5722374993254
67,15.642023346303501,0.0,190.0,40.27657782056828,0.23703715100147385,169.91673098668758
