scenario,car_id,highway,sens,entry_time_min,battery_pct_initial,consumption_pct_per_km,remaining_range_km,assigned_station_id,assigned_station_name,station_pk,station_chargers,arrival_time_min,arrival_slot,waiting_time_min,charging_start_min,charging_end_min,assigned_charger_index,distance_to_station_km,distance_station_to_exit_km,battery_used_to_station_pct,battery_pct_at_station,battery_needed_to_exit_after_charge_pct,battery_pct_after_charge,station_rank_assigned,station_rank_max_feasible,assigned_furthest,fallback_steps
A2_sens_minus,0,A2,-1,0.0,62.18394101607285,0.2162287642514092,287.58403735671163,18,Sonnenberg-Ost,23.0,1,160.8,16,0.0,160.8,170.8,0,268.0,23.0,57.94930881937766,4.234632196695188,4.973261577782411,100.0,18,18,1,0
A2_sens_minus,1,A2,-1,0.07528230865746549,13.502025891119729,0.18288239421725977,73.8290087950164,5,Moleno-Nord,225.0,1,39.675282308657465,3,0.0,39.675282308657465,49.675282308657465,0,66.0,225.0,12.070238018339145,1.4317878727805837,41.14853869888345,100.0,5,5,1,0
A2_sens_minus,2,A2,-1,0.15056461731493098,11.602366949937348,0.180783109023114,64.17837934435528,4,Bellinzona-Sud,238.0,4,31.95056461731493,3,0.0,31.95056461731493,41.95056461731493,0,53.0,238.0,9.581504778225042,2.020862171712306,43.026379947501134,100.0,4,4,1,0
A2_sens_minus,3,A2,-1,0.2258469259723965,77.1370066008824,0.15828073666024992,487.3429845506546,18,Sonnenberg-Ost,23.0,1,161.02584692597242,16,9.774153074027595,170.8,180.8,0,268.0,23.0,42.41923742494698,34.71776917593542,3.640456943185748,100.0,18,18,1,0
A2_sens_minus,4,A2,-1,0.30112923462986196,56.97144380704468,0.22334740504957926,255.079945049722,16,Eggberg,39.0,1,151.50112923462984,15,0.0,151.50112923462984,161.50112923462984,0,252.0,39.0,56.28354607249397,0.6878977345507096,8.71054879693359,100.0,16,16,1,0
A2_sens_minus,5,A2,-1,0.37641154328732745,27.976418416289953,0.23408731336919003,119.51274938239406,8,San Gottardo-Sud Stalvedro,183.0,5,65.17641154328734,6,0.0,65.17641154328734,75.17641154328734,0,108.0,183.0,25.281429843872523,2.6949885724174294,42.837978346561776,100.0,8,8,1,0
A2_sens_minus,6,A2,-1,0.451693851944793,70.14338174548924,0.24166220281910683,290.25383749395917,17,Mühlematt-Ost,28.0,1,158.25169385194476,15,0.0,158.25169385194476,168.25169385194476,0,263.0,28.0,63.5571593414251,6.586222404064138,6.766541678934991,100.0,17,18,0,1
A2_sens_minus,7,A2,-1,0.5269761606022585,31.095375798269977,0.19193120887665438,162.01312949710845,11,Gotthard-Ost,139.0,10,91.72697616060226,9,0.0,91.72697616060226,101.72697616060226,0,152.0,139.0,29.173543749251465,1.9218320490185121,26.67843803385496,100.0,11,11,1,0
A2_sens_minus,8,A2,-1,0.6022584692597239,43.59823277730144,0.23731274865743962,183.7163533099327,11,Gotthard-Ost,139.0,10,91.80225846925973,9,0.0,91.80225846925973,101.80225846925973,1,152.0,139.0,36.07153779593082,7.526694981370618,32.986472063384106,100.0,11,11,1,0
A2_sens_minus,9,A2,-1,0.6775407779171895,46.08251096008871,0.23750474374070193,194.02774965370685,11,Gotthard-Ost,139.0,10,91.87754077791719,9,0.0,91.87754077791719,101.87754077791719,2,152.0,139.0,36.10072104858669,9.98178991150202,33.01315937995757,100.0,11,11,1,0
